level,measure,contrast,layer,head,n,mean,median,sd,dz,n_pos,n_neg,p_sign,p_wilcoxon,p_perm,p_fwer,q_bh,mean_adj,dz_adj,p_perm_adj,p_fwer_adj,covariates_used
head,spectral_entropy_norm,control-benign,7,19,38.0,0.00011641414312180132,0.00010332465171813965,8.489078027196229e-05,1.371340274810791,36.0,2.0,5.398760549724102e-09,1.0656711424417153e-07,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,7,20,38.0,7.190359610831365e-05,6.479024887084961e-05,5.179867730475962e-05,1.3881357908248901,34.0,4.0,6.038535502739251e-07,2.1644200387527235e-07,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,7,21,38.0,0.00013511274300981313,0.00012814998626708984,8.989073830889538e-05,1.503077507019043,36.0,2.0,5.398760549724102e-09,7.275957614183426e-11,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,7,22,38.0,0.00011349195119692013,0.00010097026824951172,6.393789954017848e-05,1.7750340700149536,38.0,0.0,7.275957614183426e-12,7.275957614183426e-12,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,7,23,38.0,0.00012982361658941954,0.00013056397438049316,0.00010029532859334722,1.294413447380066,36.0,2.0,5.398760549724102e-09,1.7280399333685637e-08,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,7,24,38.0,0.00012176444579381496,0.00012162327766418457,7.220607221825048e-05,1.6863462924957275,38.0,0.0,7.275957614183426e-12,7.736703366845177e-08,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,7,25,38.0,0.00011545733286766335,8.669495582580566e-05,7.7493728895206e-05,1.489892601966858,38.0,0.0,7.275957614183426e-12,7.275957614183426e-12,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,7,26,38.0,0.0001470697607146576,0.00012129545211791992,0.0001137154977186583,1.2933132648468018,36.0,2.0,5.398760549724102e-09,7.275957614183426e-11,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,7,27,38.0,0.00013409476378001273,0.00012418627738952637,7.987761637195945e-05,1.6787526607513428,38.0,0.0,7.275957614183426e-12,7.275957614183426e-12,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,7,28,38.0,0.00012623949442058802,0.00010332465171813965,9.749193850439042e-05,1.2948710918426514,36.0,2.0,5.398760549724102e-09,1.8189894035458565e-10,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,7,29,38.0,0.00011977082613157108,9.840726852416992e-05,7.53386048018001e-05,1.5897669792175293,38.0,0.0,7.275957614183426e-12,7.275957614183426e-12,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,7,30,38.0,0.0001273139496333897,0.00013256072998046875,7.60094408178702e-05,1.6749755144119263,36.0,2.0,5.398760549724102e-09,7.275957614183426e-11,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,7,31,38.0,5.9772479289676994e-05,5.84721565246582e-05,0.00012424541637301445,0.4810839891433716,26.0,12.0,0.03355243967962451,0.010922050103545189,0.00599880023995201,0.23635272945410918,0.00646607520601143,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,0,38.0,0.00014443459804169834,0.00012412667274475098,8.112385694403201e-05,1.7804207801818848,38.0,0.0,7.275957614183426e-12,7.275957614183426e-12,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,1,38.0,0.0001412959536537528,0.00013586878776550293,7.470238051610067e-05,1.8914518356323242,38.0,0.0,7.275957614183426e-12,7.275957614183426e-12,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,2,38.0,0.0001642907882342115,0.00014588236808776855,9.100161696551368e-05,1.8053611516952515,38.0,0.0,7.275957614183426e-12,7.736703366845177e-08,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,3,38.0,0.00011138696572743356,9.566545486450195e-05,6.841079448349774e-05,1.6282074451446533,37.0,1.0,2.837623469531536e-10,5.093170329928398e-11,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,4,38.0,0.00013664207654073834,0.00013262033462524414,9.625148959457874e-05,1.4196360111236572,35.0,3.0,6.677873898297548e-08,2.0021877844556002e-07,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,5,38.0,0.0001586032594786957,0.0001380443572998047,9.962311742128804e-05,1.5920326709747314,38.0,0.0,7.275957614183426e-12,7.275957614183426e-12,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,6,38.0,0.00012485134357120842,0.00010773539543151855,8.261796028818935e-05,1.5111888647079468,38.0,0.0,7.275957614183426e-12,7.275957614183426e-12,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,7,38.0,0.0001363440533168614,0.00012677907943725586,8.289771358249709e-05,1.6447263956069946,38.0,0.0,7.275957614183426e-12,7.736703366845177e-08,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,8,38.0,9.06194545677863e-05,9.649991989135742e-05,8.762352808844298e-05,1.0341908931732178,31.0,7.0,0.00011616700794547796,2.2821768652647734e-07,0.0001999600079984003,0.0003999200159968006,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,9,38.0,5.295872688293457e-05,2.1785497665405273e-05,0.00012375957157928497,0.42791619896888733,24.0,14.0,0.14330665429588407,0.023370742797851562,0.010997800439912017,0.40631873625274945,0.011804766929213737,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,10,38.0,0.00011029682355001569,8.669495582580566e-05,0.0001006853926810436,1.095460057258606,35.0,3.0,6.677873898297548e-08,1.079024514183402e-08,0.0001999600079984003,0.0003999200159968006,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,11,38.0,4.475524474401027e-05,5.716085433959961e-05,0.0002033540076809004,0.22008538246154785,23.0,15.0,0.2558750795433298,0.27381283044815063,0.1917616476704659,0.998000399920016,0.19834740122682534,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,12,38.0,0.00016573698667343706,0.00014844536781311035,0.00016294242232106626,1.017150640487671,33.0,5.0,4.255962267052382e-06,7.247363100759685e-07,0.0001999600079984003,0.0003999200159968006,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,13,38.0,0.00014094145444687456,9.617209434509277e-05,0.00021242961520329118,0.6634736657142639,28.0,10.0,0.0050976432976312935,0.0002448739542160183,0.0001999600079984003,0.014997000599880024,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,14,38.0,0.00014063558774068952,0.000145643949508667,9.49646855588071e-05,1.4809250831604004,35.0,3.0,6.677873898297548e-08,1.229636836796999e-09,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,15,38.0,0.00015310707385651767,0.00013238191604614258,0.0001138026564149186,1.345373511314392,36.0,2.0,5.398760549724102e-09,6.402842700481415e-10,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,16,38.0,0.00019923636864405125,0.0001697838306427002,0.00012199307093396783,1.6331777572631836,37.0,1.0,2.837623469531536e-10,2.1827872842550278e-11,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,17,38.0,0.00010488535190233961,7.43865966796875e-05,0.0002529379562474787,0.4146682918071747,23.0,15.0,0.2558750795433298,0.03071286715567112,0.015996800639872025,0.45930813837232554,0.017098876675604335,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,18,38.0,0.0001279476418858394,9.888410568237305e-05,0.00012096005229977891,1.0577677488327026,36.0,2.0,5.398760549724102e-09,2.2337189875543118e-09,0.0001999600079984003,0.0003999200159968006,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,19,38.0,-2.5305309463874437e-05,-8.642673492431641e-07,0.0006139391334727407,-0.04121794551610947,19.0,19.0,1.0,0.6986183524131775,0.8020395920815837,1.0,0.8067667409543632,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,20,38.0,3.868498242809437e-05,1.749396324157715e-05,0.00017120414122473449,0.2259582132101059,21.0,17.0,0.6271025701571489,0.2867565155029297,0.17596480703859227,0.9966006798640272,0.18237648016955313,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,21,38.0,8.731139678275213e-05,6.562471389770508e-05,0.00011529531911946833,0.7572848200798035,30.0,8.0,0.0004719867429230362,2.804496034514159e-06,0.0001999600079984003,0.003199360127974405,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,22,38.0,0.00013797063729725778,0.00011333823204040527,0.00013368944928515702,1.0320234298706055,34.0,4.0,6.038535502739251e-07,4.803587216883898e-08,0.0001999600079984003,0.0003999200159968006,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,23,38.0,0.0001965871051652357,0.00016775727272033691,0.00015425636956933886,1.2744181156158447,34.0,4.0,6.038535502739251e-07,2.699380274862051e-09,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,24,38.0,0.00012109467934351414,0.00010952353477478027,7.937026384752244e-05,1.5256932973861694,37.0,1.0,2.837623469531536e-10,2.1827872842550278e-11,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,25,38.0,0.0001475952158216387,0.00012055039405822754,8.835831249598414e-05,1.6704168319702148,38.0,0.0,7.275957614183426e-12,7.275957614183426e-12,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,26,38.0,0.0001337810535915196,0.0001481771469116211,0.0002476829686202109,0.5401301980018616,27.0,11.0,0.013852965261321515,0.002278842031955719,0.002999400119976005,0.10777844431113777,0.0032743984252190076,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,27,38.0,0.00012770765169989318,0.00010803341865539551,7.485527748940513e-05,1.706060767173767,38.0,0.0,7.275957614183426e-12,7.275957614183426e-12,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,28,38.0,0.00015216281462926418,0.00013825297355651855,7.936696783872321e-05,1.917205810546875,38.0,0.0,7.275957614183426e-12,7.275957614183426e-12,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,29,38.0,0.0002278638567076996,0.0002294778823852539,0.00015339469246100634,1.4854742288589478,35.0,3.0,6.677873898297548e-08,1.0186340659856796e-10,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,30,38.0,0.00011251945397816598,9.417533874511719e-05,9.807018795982003e-05,1.1473360061645508,35.0,3.0,6.677873898297548e-08,7.777998689562082e-09,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,8,31,38.0,0.00013957839109934866,0.00015625357627868652,0.0001383383641950786,1.008963704109192,32.0,6.0,2.4342560209333897e-05,7.172188816184644e-06,0.0001999600079984003,0.0003999200159968006,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,0,38.0,0.00014301820192486048,0.00011670589447021484,0.00011673453263938427,1.225157618522644,36.0,2.0,5.398760549724102e-09,1.7280399333685637e-08,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,1,38.0,0.00013120236690156162,0.00011348724365234375,7.617003575433046e-05,1.7224931716918945,38.0,0.0,7.275957614183426e-12,7.275957614183426e-12,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,2,38.0,0.0001758572325343266,0.00013750791549682617,0.0001121457462431863,1.5681132078170776,36.0,2.0,5.398760549724102e-09,3.637978807091713e-11,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,3,38.0,0.00016833763220347464,0.0001665949821472168,9.465584298595786e-05,1.778417706489563,35.0,3.0,6.677873898297548e-08,1.3520529762445221e-07,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,4,38.0,0.00030101442825980484,0.00029146671295166016,0.00015199744666460901,1.9803913831710815,37.0,1.0,2.837623469531536e-10,1.4551915228366852e-11,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,5,38.0,2.7468329790281132e-05,6.493926048278809e-05,0.00018401697161607444,0.14927063882350922,21.0,17.0,0.6271025701571489,0.2612648904323578,0.3643271345730854,1.0,0.37084591034079467,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,6,38.0,0.00011029055167455226,0.0001119375228881836,6.093680713092908e-05,1.8099168539047241,37.0,1.0,2.837623469531536e-10,1.4551915228366852e-11,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,7,38.0,8.75231489771977e-05,6.824731826782227e-05,0.0001544476835988462,0.5666847825050354,27.0,11.0,0.013852965261321515,0.0021590348333120346,0.0007998400319936012,0.07538492301539693,0.0008806840782381158,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,8,38.0,0.00018544730846770108,0.00018960237503051758,0.0002433000918244943,0.762216329574585,29.0,9.0,0.0016580525261815637,2.865628630388528e-05,0.0001999600079984003,0.002999400119976005,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,9,38.0,0.00011822110536741093,0.00010454654693603516,6.662287341896445e-05,1.774482250213623,38.0,0.0,7.275957614183426e-12,7.275957614183426e-12,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,10,38.0,0.0001323442702414468,0.00011676549911499023,0.00012707944551948458,1.0414294004440308,34.0,4.0,6.038535502739251e-07,1.7856655176728964e-07,0.0001999600079984003,0.0003999200159968006,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,11,38.0,8.996066026156768e-05,8.043646812438965e-05,0.00018778262892737985,0.4790680706501007,26.0,12.0,0.03355243967962451,0.005443072412163019,0.005198960207958408,0.2435512897420516,0.005615754486233555,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,12,38.0,0.00012343651906121522,0.00010439753532409668,8.8302738731727e-05,1.3978787660598755,37.0,1.0,2.837623469531536e-10,1.4551915228366852e-11,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,13,38.0,0.00022947945399209857,0.00019189715385437012,0.00017959464457817376,1.2777633666992188,36.0,2.0,5.398760549724102e-09,2.1644200387527235e-07,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,14,38.0,0.0001906313409563154,0.00017338991165161133,0.00013831288379151374,1.378261685371399,36.0,2.0,5.398760549724102e-09,8.003553375601768e-10,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,15,38.0,0.00028336362447589636,0.0002262890338897705,0.00018701386579778045,1.5152010917663574,37.0,1.0,2.837623469531536e-10,1.4551915228366852e-11,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,16,38.0,0.00014369425480253994,0.00015860795974731445,0.00017864494293462485,0.8043566942214966,33.0,5.0,4.255962267052382e-06,1.6962658264674246e-06,0.0001999600079984003,0.0013997200559888023,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,17,38.0,0.00012293143663555384,9.751319885253906e-05,7.442803325830027e-05,1.651681900024414,38.0,0.0,7.275957614183426e-12,7.275957614183426e-12,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,18,38.0,0.00034983534715138376,0.00030815601348876953,0.0001859859621617943,1.8809771537780762,38.0,0.0,7.275957614183426e-12,7.275957614183426e-12,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,19,38.0,0.0001504954561823979,0.00013372302055358887,8.452096517430618e-05,1.7805695533752441,37.0,1.0,2.837623469531536e-10,1.4551915228366852e-11,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,20,38.0,0.00016839723684825003,0.00013890862464904785,0.00011889961024280638,1.4162976741790771,37.0,1.0,2.837623469531536e-10,5.093170329928398e-11,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,21,38.0,0.00017114532238338143,0.0001558363437652588,0.00011263576743658632,1.5194580554962158,36.0,2.0,5.398760549724102e-09,3.637978807091713e-11,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,22,38.0,0.00014547767932526767,0.0001264810562133789,7.396165165118873e-05,1.9669338464736938,38.0,0.0,7.275957614183426e-12,7.736703366845177e-08,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,23,38.0,0.00010307996126357466,0.00012359023094177246,0.00012140608305344358,0.8490510582923889,33.0,5.0,4.255962267052382e-06,4.6214314352255315e-05,0.0001999600079984003,0.0007998400319936012,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,24,38.0,0.00013898704492021352,0.0001239180564880371,9.023517486639321e-05,1.5402756929397583,38.0,0.0,7.275957614183426e-12,7.275957614183426e-12,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,25,38.0,7.650256156921387e-05,7.18533992767334e-05,7.975148764671758e-05,0.9592618942260742,31.0,7.0,0.00011616700794547796,8.214784429583233e-06,0.0001999600079984003,0.0003999200159968006,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,26,38.0,9.41674952628091e-05,6.80387020111084e-05,0.00013628498709294945,0.690960168838501,28.0,10.0,0.0050976432976312935,0.00014094381185714155,0.0003999200159968006,0.009598080383923215,0.00044609814420558153,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,27,38.0,0.0001396772131556645,0.0001214742660522461,7.503603410441428e-05,1.8614684343338013,38.0,0.0,7.275957614183426e-12,7.275957614183426e-12,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,28,38.0,-8.418215293204412e-05,-8.741021156311035e-05,0.0002533338265493512,-0.33229732513427734,12.0,26.0,0.03355243967962451,0.011439342983067036,0.04319136172765447,0.8156368726254749,0.045595829287750696,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,29,38.0,1.9388762666494586e-05,4.3779611587524414e-05,0.00016385645722039044,0.11832772940397263,23.0,15.0,0.2558750795433298,0.365042507648468,0.47010597880423916,1.0,0.47568035799954633,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,30,38.0,5.125058305566199e-05,4.5925378799438477e-05,0.00027596193831413984,0.18571612238883972,21.0,17.0,0.6271025701571489,0.32797086238861084,0.2643471305738852,1.0,0.27123392956679204,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,9,31,38.0,0.00015459718997590244,0.00014328956604003906,0.0001263502344954759,1.2235608100891113,36.0,2.0,5.398760549724102e-09,1.229636836796999e-09,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,10,0,38.0,0.00013285718159750104,0.00012984871864318848,8.77551210578531e-05,1.5139535665512085,36.0,2.0,5.398760549724102e-09,2.2337189875543118e-09,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,10,1,38.0,0.00012527327635325491,0.00011840462684631348,0.00016587229038123041,0.7552393078804016,28.0,10.0,0.0050976432976312935,0.00014094381185714155,0.0001999600079984003,0.003599280143971206,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,10,2,38.0,0.00012773745402228087,0.00012227892875671387,9.04198968783021e-05,1.4127140045166016,36.0,2.0,5.398760549724102e-09,1.4806573744863272e-08,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,10,3,38.0,-0.00015706451085861772,-0.00017073750495910645,0.00028767730691470206,-0.545974612236023,15.0,23.0,0.2558750795433298,0.0024045277386903763,0.001999600079984003,0.09858028394321136,0.002187596668700448,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,10,4,38.0,0.0001295663823839277,0.00010886788368225098,8.810348663246259e-05,1.4706158638000488,38.0,0.0,7.275957614183426e-12,7.275957614183426e-12,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,10,5,38.0,0.00017677638970781118,0.00015467405319213867,0.00012386134767439216,1.427211880683899,36.0,2.0,5.398760549724102e-09,7.275957614183426e-11,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,10,6,38.0,0.00012074960250174627,9.298324584960938e-05,7.453906437149271e-05,1.6199506521224976,38.0,0.0,7.275957614183426e-12,7.275957614183426e-12,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,10,7,38.0,0.00017306678637396544,0.00017258524894714355,0.00011490694305393845,1.5061473846435547,35.0,3.0,6.677873898297548e-08,1.8189894035458565e-10,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,10,8,38.0,0.00019354255346115679,0.00019952654838562012,0.00015915727999527007,1.21604585647583,34.0,4.0,6.038535502739251e-07,3.2523530535399914e-09,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,10,9,38.0,0.00014806263789068907,0.0001391768455505371,0.00013917917385697365,1.0638275146484375,33.0,5.0,4.255962267052382e-06,3.6727578844875097e-07,0.0001999600079984003,0.0003999200159968006,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,10,10,38.0,0.00014329898112919182,0.00012165307998657227,0.00011906351573998109,1.2035506963729858,34.0,4.0,6.038535502739251e-07,8.003553375601768e-10,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,10,11,38.0,0.0001385588402627036,0.00012552738189697266,7.657950482098386e-05,1.8093461990356445,38.0,0.0,7.275957614183426e-12,7.275957614183426e-12,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,10,12,38.0,0.00015316667850129306,0.00016117095947265625,7.968430145410821e-05,1.9221688508987427,38.0,0.0,7.275957614183426e-12,7.275957614183426e-12,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,10,13,38.0,0.00016954855527728796,0.00014767050743103027,0.000138370887725614,1.225319504737854,36.0,2.0,5.398760549724102e-09,3.128661774098873e-10,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,10,14,38.0,0.00012157308083260432,8.45193862915039e-05,9.193219739245251e-05,1.3224211931228638,37.0,1.0,2.837623469531536e-10,1.4551915228366852e-11,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,10,15,38.0,8.078468817984685e-05,7.81714916229248e-05,0.00011747321696020663,0.687686026096344,32.0,6.0,2.4342560209333897e-05,0.0002991300425492227,0.0001999600079984003,0.010197960407918417,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,10,16,38.0,0.00014337427273858339,0.00013518333435058594,0.00013611595204565674,1.053324580192566,33.0,5.0,4.255962267052382e-06,9.440555004402995e-08,0.0001999600079984003,0.0003999200159968006,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,10,17,38.0,8.919835090637207e-05,7.143616676330566e-05,6.458558345912024e-05,1.3810876607894897,37.0,1.0,2.837623469531536e-10,5.093170329928398e-11,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,10,18,38.0,0.00010961294174194336,8.988380432128906e-05,8.051622717175633e-05,1.3613770008087158,35.0,3.0,6.677873898297548e-08,1.382431946694851e-10,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,10,19,38.0,0.00017295542056672275,0.0001296699047088623,0.00011734882718883455,1.4738572835922241,38.0,0.0,7.275957614183426e-12,7.275957614183426e-12,0.0001999600079984003,0.0001999600079984003,0.00022903696665588582,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,10,20,38.0,6.493455293821171e-05,5.0455331802368164e-05,0.0001684556482359767,0.3854697346687317,27.0,11.0,0.013852965261321515,0.0062906499952077866,0.01999600079984003,0.5886822635472906,0.021240565164975304,nan,nan,nan,nan,nan
head,spectral_entropy_norm,control-benign,10,21,38.0,0.00018742994870990515,0.0002199411392211914,0.00024701663642190397,0.7587745785713196,32.0,6.0,2.4342560209333897e-05,3.6479701520875096e-05,0.0003999200159968006,0.002999400119976005,0.00044609814420558153,nan,nan,nan,nan,nan
