level,measure,contrast,layer,head,n,mean,median,sd,dz,n_pos,n_neg,p_sign,p_wilcoxon,p_perm,p_fwer,q_bh,mean_adj,dz_adj,p_perm_adj,p_fwer_adj,covariates_used
head,fiedler_value,injected-benign,8,13,38.0,-0.001895205001346767,0.0006854832172393799,0.009567231871187687,-0.19809335470199585,20.0,18.0,0.8714146793645341,0.5659611225128174,0.23235352929414116,1.0,0.3127815381805529,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,8,14,38.0,0.001967857824638486,0.003502100706100464,0.007562180981040001,0.2602235674858093,26.0,12.0,0.03355243967962451,0.06954077631235123,0.12037592481503699,1.0,0.18051126616781907,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,8,15,38.0,0.006565060932189226,0.005128681659698486,0.013570449315011501,0.4837762415409088,30.0,8.0,0.0004719867429230362,0.00021384115098044276,0.0027994401119776045,0.47570485902819437,0.007543754407013334,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,8,16,38.0,-0.0005568069755099714,-0.0007127076387405396,0.0019429816165938973,-0.28657346963882446,6.0,32.0,2.4342560209333897e-05,6.60020305076614e-06,0.06778644271145771,1.0,0.11195696344602048,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,8,17,38.0,0.00948971789330244,0.005953595042228699,0.03895023092627525,0.24363701045513153,28.0,10.0,0.0050976432976312935,0.0029711138922721148,0.14777044591081784,1.0,0.21372448674106986,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,8,18,38.0,0.0003415895043872297,0.0051565468311309814,0.027229221537709236,0.012544960714876652,25.0,13.0,0.07295138851623051,0.2612648904323578,0.9410117976404719,1.0,0.9559484928411144,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,8,19,38.0,0.0037396515253931284,0.0018939822912216187,0.017062965780496597,0.21916773915290833,28.0,10.0,0.0050976432976312935,0.011439342983067036,0.20135972805438912,1.0,0.2763972674633974,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,8,20,38.0,-0.014075476676225662,-0.004834294319152832,0.032311927527189255,-0.43561241030693054,15.0,23.0,0.2558750795433298,0.017570827156305313,0.004799040191961607,0.767246550689862,0.011645064352058497,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,8,21,38.0,-0.010675456374883652,-0.005658015608787537,0.015727369114756584,-0.6787821054458618,11.0,27.0,0.013852965261321515,0.00013128014688845724,0.0001999600079984003,0.01919616076784643,0.0007875348007321612,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,8,22,38.0,-0.004003142938017845,-0.0013397186994552612,0.00851281639188528,-0.4702489376068115,13.0,25.0,0.07295138851623051,0.00873065646737814,0.004199160167966407,0.5626874625074985,0.010436747601935924,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,8,23,38.0,-0.0013056875905022025,-0.0012255162000656128,0.009565283544361591,-0.13650275766849518,15.0,23.0,0.2558750795433298,0.2802351117134094,0.40951809638072384,1.0,0.4968560790211626,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,8,24,38.0,-0.004389406647533178,0.00039443373680114746,0.014090610668063164,-0.31151288747787476,20.0,18.0,0.8714146793645341,0.16567036509513855,0.0623875224955009,1.0,0.10507372209768573,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,8,25,38.0,-0.010712158866226673,-0.0035423338413238525,0.020928461104631424,-0.5118464827537537,16.0,22.0,0.417692190836533,0.013624320738017559,0.001999600079984003,0.3297340531893621,0.005817018414498918,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,8,26,38.0,-0.004563007969409227,-0.003318503499031067,0.007552399765700102,-0.604179859161377,9.0,29.0,0.0016580525261815637,0.0002448739542160183,0.0003999200159968006,0.07498500299940011,0.0014121313668300822,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,8,27,38.0,-0.011935281567275524,-0.0044074952602386475,0.02210015058517456,-0.5400543212890625,9.0,29.0,0.0016580525261815637,0.0006426125764846802,0.0001999600079984003,0.21855628874225155,0.0007875348007321612,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,8,28,38.0,-0.0048280623741447926,-0.004968434572219849,0.007550512440502644,-0.6394350528717041,11.0,27.0,0.013852965261321515,0.0006042167078703642,0.0005998800239952009,0.03999200159968006,0.002047590481903619,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,8,29,38.0,-0.00036133473622612655,-0.0002253800630569458,0.005600824486464262,-0.06451456248760223,19.0,19.0,1.0,0.7853265404701233,0.6980603879224155,1.0,0.7669676365156154,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,8,30,38.0,-0.006120774429291487,0.00015279650688171387,0.015246723778545856,-0.40144848823547363,19.0,19.0,1.0,0.08712831884622574,0.009398120375924815,0.9300139972005599,0.02129131695784737,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,8,31,38.0,-0.004716265480965376,0.000708848237991333,0.02229410596191883,-0.2115476429462433,20.0,18.0,0.8714146793645341,0.6774802803993225,0.20995800839832032,1.0,0.2866626674665067,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,0,38.0,-0.0005850046873092651,0.003838777542114258,0.029607905074954033,-0.019758395850658417,25.0,13.0,0.07295138851623051,0.09274853765964508,0.9644071185762847,1.0,0.9700912469765378,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,1,38.0,-0.006388918496668339,-0.0031276047229766846,0.01743420399725437,-0.36645886301994324,17.0,21.0,0.6271025701571489,0.05123291164636612,0.02459508098380324,0.9914017196560688,0.047163600987667635,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,2,38.0,-0.0018269224092364311,0.00295063853263855,0.02107257954776287,-0.08669666945934296,22.0,16.0,0.417692190836533,0.7092748284339905,0.673865226954609,1.0,0.7419763359156125,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,3,38.0,-0.001454179990105331,-0.0016132891178131104,0.008899252861738205,-0.16340473294258118,15.0,23.0,0.2558750795433298,0.2867565155029297,0.32533493301339733,1.0,0.41642871425714856,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,4,38.0,0.013190395198762417,0.013793274760246277,0.014840480871498585,0.8888118267059326,32.0,6.0,2.4342560209333897e-05,2.0793231669813395e-06,0.0001999600079984003,0.0005998800239952009,0.0007875348007321612,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,5,38.0,0.0007848986424505711,0.0011623799800872803,0.024227285757660866,0.032397300004959106,23.0,15.0,0.2558750795433298,0.27381283044815063,0.8324335132973405,1.0,0.8754708074778487,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,6,38.0,-0.0016507850959897041,-0.00234106183052063,0.008938848972320557,-0.18467535078525543,15.0,23.0,0.2558750795433298,0.32085341215133667,0.2599480103979204,1.0,0.34391054605616345,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,7,38.0,-0.01773821748793125,-0.01026211678981781,0.032958000898361206,-0.5382066965103149,9.0,29.0,0.0016580525261815637,2.865628630388528e-05,0.0001999600079984003,0.22595480903819237,0.0007875348007321612,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,8,38.0,0.005927329882979393,0.007814154028892517,0.03365374356508255,0.17612691223621368,29.0,9.0,0.0016580525261815637,0.0003195038007106632,0.3235352929414117,1.0,0.41516308267168617,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,9,38.0,-0.011621268466114998,-0.0020366311073303223,0.03519254922866821,-0.330219566822052,18.0,20.0,0.8714146793645341,0.23734857141971588,0.05078984203159368,1.0,0.08815050549212192,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,10,38.0,0.0014083989663049579,0.006126895546913147,0.031511493027210236,0.044694770127534866,26.0,12.0,0.03355243967962451,0.029558667913079262,0.8100379924015197,1.0,0.858673813891466,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,11,38.0,-0.0016796330455690622,-0.00045680999755859375,0.0047111050225794315,-0.35652634501457214,15.0,23.0,0.2558750795433298,0.025298723950982094,0.03239352129574085,0.99500099980004,0.06031084692152478,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,12,38.0,-0.015356254763901234,-0.00968325138092041,0.021721167489886284,-0.7069718837738037,5.0,33.0,4.255962267052382e-06,9.440555004402995e-08,0.0001999600079984003,0.009398120375924815,0.0007875348007321612,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,13,38.0,0.0014998532133176923,0.004829525947570801,0.012704435735940933,0.11805744469165802,22.0,16.0,0.417692190836533,0.4294278919696808,0.47570485902819437,1.0,0.5548084005066868,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,14,38.0,-0.0038919541984796524,-0.0029194504022598267,0.008095192722976208,-0.4807735085487366,11.0,27.0,0.013852965261321515,0.0005335691967047751,0.004799040191961607,0.4947010597880424,0.011645064352058497,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,15,38.0,-0.0010947290575131774,-0.0014764070510864258,0.006788817699998617,-0.16125474870204926,15.0,23.0,0.2558750795433298,0.1443844735622406,0.33193361327734455,1.0,0.42381548627930277,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,16,38.0,-0.0030815829522907734,-0.00025030970573425293,0.011729693971574306,-0.2627164125442505,14.0,24.0,0.14330665429588407,0.1612388789653778,0.022395520895820836,1.0,0.04376529274297812,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,17,38.0,-0.004867333918809891,-0.003240734338760376,0.005065590143203735,-0.9608621597290039,0.0,38.0,7.275957614183426e-12,7.275957614183426e-12,0.0001999600079984003,0.0001999600079984003,0.0007875348007321612,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,18,38.0,-0.0005337882321327925,-0.0005546659231185913,0.0007453288417309523,-0.7161781787872314,5.0,33.0,4.255962267052382e-06,1.0039875633083284e-06,0.0001999600079984003,0.007998400319936013,0.0007875348007321612,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,19,38.0,0.001737498096190393,-0.0005292296409606934,0.021962417289614677,0.07911233603954315,17.0,21.0,0.6271025701571489,0.7415717840194702,0.6492701459708058,1.0,0.7210982966096585,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,20,38.0,-0.003153266152366996,-0.0019164979457855225,0.006526090204715729,-0.48317843675613403,10.0,28.0,0.0050976432976312935,7.882281352067366e-05,0.0033993201359728054,0.48050389922015596,0.008790161159687254,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,21,38.0,0.0004477508773561567,-0.00046424567699432373,0.019939877092838287,0.02245504781603813,18.0,20.0,0.8714146793645341,0.8634356260299683,0.8912217556488702,1.0,0.9236954228587481,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,22,38.0,-0.0014679698506370187,-0.00026217103004455566,0.011211994104087353,-0.13092853128910065,19.0,19.0,1.0,0.5090065002441406,0.4475104979004199,1.0,0.5279386519009562,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,23,38.0,0.0004429056425578892,0.00019234418869018555,0.0337723009288311,0.013114464469254017,19.0,19.0,1.0,0.4906960129737854,0.9600079984003199,1.0,0.9694755329013093,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,24,38.0,0.0004068769922014326,0.002716749906539917,0.019216427579522133,0.021173393353819847,21.0,17.0,0.6271025701571489,0.719987154006958,0.8974205158968206,1.0,0.9263695647967181,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,25,38.0,-0.024129224941134453,-0.015103951096534729,0.027399349957704544,-0.8806495666503906,3.0,35.0,6.677873898297548e-08,2.2337189875543118e-09,0.0001999600079984003,0.0005998800239952009,0.0007875348007321612,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,26,38.0,-0.011431347578763962,-0.007017910480499268,0.013429727405309677,-0.8511973023414612,5.0,33.0,4.255962267052382e-06,2.0118022803217173e-08,0.0001999600079984003,0.0007998400319936012,0.0007875348007321612,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,27,38.0,-0.0054323626682162285,-0.0029913783073425293,0.017426850274205208,-0.3117237389087677,14.0,24.0,0.14330665429588407,0.1484690010547638,0.0651869626074785,1.0,0.10871571614015958,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,28,38.0,-0.005564677529036999,-0.0015331730246543884,0.027767326682806015,-0.20040379464626312,14.0,24.0,0.14330665429588407,0.2259749323129654,0.22955408918216358,1.0,0.3103801403307729,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,29,38.0,-0.005751863121986389,0.0008379518985748291,0.03576640784740448,-0.1608174741268158,19.0,19.0,1.0,0.7092748284339905,0.35072985402919415,1.0,0.44121298590404767,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,30,38.0,-0.017611855641007423,-0.007369428873062134,0.02889668382704258,-0.6094766855239868,8.0,30.0,0.0004719867429230362,3.6479701520875096e-05,0.0001999600079984003,0.06818636272745451,0.0007875348007321612,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,9,31,38.0,-0.003135004313662648,-0.0013009607791900635,0.008098378777503967,-0.3871150612831116,7.0,31.0,0.00011616700794547796,0.00011373990128049627,0.0003999200159968006,0.9646070785842832,0.0014121313668300822,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,0,38.0,-0.0062039135955274105,-0.0030969083309173584,0.011426890268921852,-0.54292231798172,12.0,26.0,0.03355243967962451,0.00044151610927656293,0.0001999600079984003,0.20815836832633472,0.0007875348007321612,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,1,38.0,-0.0053950585424900055,0.0008657127618789673,0.03192589059472084,-0.1689869463443756,26.0,12.0,0.03355243967962451,0.3069165050983429,0.36632673465306936,1.0,0.45488238913960555,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,2,38.0,-0.009294206276535988,-0.0004967749118804932,0.05280052870512009,-0.17602486908435822,10.0,28.0,0.0050976432976312935,0.12888360023498535,0.40851829634073183,1.0,0.4968203508941917,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,3,38.0,-0.023038798943161964,-0.0009775161743164062,0.05061318352818489,-0.4551936388015747,12.0,26.0,0.03355243967962451,0.016852255910634995,0.0033993201359728054,0.6544691061787642,0.008790161159687254,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,4,38.0,-0.008568249642848969,-0.004678070545196533,0.01015683263540268,-0.8435946702957153,7.0,31.0,0.00011616700794547796,1.5763362171128392e-07,0.0001999600079984003,0.0007998400319936012,0.0007875348007321612,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,5,38.0,-0.01587827503681183,-0.004186302423477173,0.0289254579693079,-0.5489377379417419,9.0,29.0,0.0016580525261815637,2.641164610395208e-05,0.0001999600079984003,0.1887622475504899,0.0007875348007321612,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,6,38.0,-0.01852148212492466,-0.00046187639236450195,0.07022643834352493,-0.2637394368648529,18.0,20.0,0.8714146793645341,0.24318096041679382,0.07318536292741452,1.0,0.11895525656773408,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,7,38.0,-0.009545126929879189,-0.006935477256774902,0.01769358478486538,-0.5394682288169861,9.0,29.0,0.0016580525261815637,9.83612408163026e-05,0.0001999600079984003,0.22195560887822435,0.0007875348007321612,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,8,38.0,-0.001941369497217238,-0.0017245113849639893,0.004825965501368046,-0.4022758901119232,5.0,33.0,4.255962267052382e-06,5.3966410632710904e-05,0.014997000599880024,0.9262147570485902,0.031729191351812285,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,9,38.0,0.001920437323860824,0.001385018229484558,0.010125989094376564,0.18965429067611694,24.0,14.0,0.14330665429588407,0.12888360023498535,0.2491501699660068,1.0,0.33133736888985843,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,10,38.0,0.009459691122174263,0.007473647594451904,0.016057763248682022,0.5891039371490479,27.0,11.0,0.013852965261321515,0.0011663481127470732,0.0009998000399920016,0.09718056388722256,0.003179488325937297,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,11,38.0,-0.003665044903755188,-0.0027137398719787598,0.012647765688598156,-0.28977805376052856,13.0,25.0,0.07295138851623051,0.058814071118831635,0.08878224355128975,1.0,0.14073222507201347,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,12,38.0,-0.00014274842396844178,0.0017196238040924072,0.010879983194172382,-0.013120279647409916,21.0,17.0,0.6271025701571489,0.6155919432640076,0.935612877424515,1.0,0.9529640791523604,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,13,38.0,0.006251046434044838,0.004866272211074829,0.007249120157212019,0.8623179793357849,30.0,8.0,0.0004719867429230362,3.4098848118446767e-06,0.0001999600079984003,0.0007998400319936012,0.0007875348007321612,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,14,38.0,0.0026427616830915213,0.0050206780433654785,0.01252658013254404,0.21097232401371002,25.0,13.0,0.07295138851623051,0.0608447827398777,0.20495900819836033,1.0,0.28058559411112427,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,15,38.0,0.005130232311785221,0.006146445870399475,0.01036546379327774,0.49493515491485596,30.0,8.0,0.0004719867429230362,0.0012355828657746315,0.002599480103979204,0.41051789642071584,0.00704197784781668,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,16,38.0,-0.0028583614621311426,7.589161396026611e-05,0.009301044046878815,-0.3073161840438843,20.0,18.0,0.8714146793645341,0.17480042576789856,0.05118976204759048,1.0,0.08854445327150785,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,17,38.0,-0.012477008625864983,-0.010752171277999878,0.011826015077531338,-1.055047631263733,6.0,32.0,2.4342560209333897e-05,4.17494447901845e-08,0.0001999600079984003,0.0001999600079984003,0.0007875348007321612,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,18,38.0,-0.00666582677513361,-0.00567278265953064,0.018859272822737694,-0.3534508943557739,13.0,25.0,0.07295138851623051,0.03989292308688164,0.035992801439712056,0.9962007598480304,0.06581540834690204,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,19,38.0,-0.003837520256638527,-0.003919333219528198,0.00997946783900261,-0.3845415711402893,14.0,24.0,0.14330665429588407,0.02735907956957817,0.023795240951809637,0.9694061187762447,0.045974201386137864,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,20,38.0,-0.018315885215997696,-0.009202003479003906,0.03865357115864754,-0.4738471806049347,14.0,24.0,0.14330665429588407,0.007961244322359562,0.003599280143971206,0.5382923415316937,0.009168315590613221,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,21,38.0,-0.02405579760670662,-9.897351264953613e-05,0.06562427431344986,-0.36656859517097473,19.0,19.0,1.0,0.13646839559078217,0.013797240551889621,0.9912017596480703,0.029311979927665918,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,22,38.0,-0.0017562618013471365,0.002123028039932251,0.018417835235595703,-0.09535658359527588,27.0,11.0,0.013852965261321515,0.09274853765964508,0.6046790641871626,1.0,0.6819288124753904,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,23,38.0,0.0016435153083875775,0.003044635057449341,0.012614662759006023,0.1302861124277115,29.0,9.0,0.0016580525261815637,0.01195505727082491,0.4575084983003399,1.0,0.5360282634548604,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,24,38.0,-0.004062194377183914,-0.0009107887744903564,0.011156171560287476,-0.36412081122398376,16.0,22.0,0.417692190836533,0.10483714193105698,0.028994201159768047,0.9916016796640672,0.05457731983015162,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,25,38.0,0.001847348758019507,0.0014769434928894043,0.007638775277882814,0.24183833599090576,23.0,15.0,0.2558750795433298,0.12888360023498535,0.15536892621475704,1.0,0.2215846524288457,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,26,38.0,0.0027087151538580656,0.0019116997718811035,0.008359275758266449,0.3240370750427246,30.0,8.0,0.0004719867429230362,0.0020448677241802216,0.05438912217556489,1.0,0.09344708239560141,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,27,38.0,-0.0012508677318692207,-0.0015233159065246582,0.008123639971017838,-0.15397872030735016,15.0,23.0,0.2558750795433298,0.5371132493019104,0.35812837432513495,1.0,0.4483171825292643,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,28,38.0,-0.0014192532980814576,-0.0009639561176300049,0.002934390679001808,-0.4836620092391968,10.0,28.0,0.0050976432976312935,0.003843737067654729,0.0061987602479504095,0.47690461907618475,0.014830678724068269,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,29,38.0,0.0005491446354426444,-0.0006663203239440918,0.009114609099924564,0.06024884060025215,15.0,23.0,0.2558750795433298,0.44647520780563354,0.7156568686262748,1.0,0.7829408477278903,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,30,38.0,-0.01203872449696064,-0.0010221898555755615,0.054544586688280106,-0.22071346640586853,17.0,21.0,0.6271025701571489,0.5955153703689575,0.18496300739852028,1.0,0.25664243844997936,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,10,31,38.0,-0.0020806146785616875,-0.001123860478401184,0.008302731439471245,-0.25059399008750916,15.0,23.0,0.2558750795433298,0.27381283044815063,0.14737052589482103,1.0,0.21372448674106986,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,11,0,38.0,-0.029377689585089684,-0.013459354639053345,0.047269102185964584,-0.6214987635612488,10.0,28.0,0.0050976432976312935,0.0001512508315499872,0.0005998800239952009,0.051989602079584085,0.002047590481903619,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,11,1,38.0,-0.0011020420351997018,0.00015237927436828613,0.003899175440892577,-0.2826346457004547,22.0,16.0,0.417692190836533,0.5466485023498535,0.08618276344731053,1.0,0.1383246861599467,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,11,2,38.0,-0.006382931023836136,-0.0010478198528289795,0.016967402771115303,-0.37618786096572876,18.0,20.0,0.8714146793645341,0.18917438387870789,0.021395720855828835,0.9796040791841631,0.04245972510924172,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,11,3,38.0,-0.004115174524486065,-0.0008721053600311279,0.024611536413431168,-0.1672051101922989,17.0,21.0,0.6271025701571489,0.33518752455711365,0.34833033393321333,1.0,0.4392737216103577,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,11,4,38.0,0.002059033140540123,0.0016959309577941895,0.005270163994282484,0.3906962275505066,25.0,13.0,0.07295138851623051,0.01304692029953003,0.009198160367926415,0.9562087582483503,0.020930924926125888,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,11,5,38.0,-5.9511316067073494e-05,0.0022113025188446045,0.03513483703136444,-0.0016937979962676764,23.0,15.0,0.2558750795433298,0.14038456976413727,0.9936012797440512,1.0,0.9955457049490298,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,11,6,38.0,-0.007413950283080339,1.7210841178894043e-05,0.032315801829099655,-0.22942182421684265,20.0,18.0,0.8714146793645341,0.8521784543991089,0.17696460707858427,1.0,0.24621162723976941,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,11,7,38.0,-0.0057993740774691105,-0.0013539791107177734,0.022427953779697418,-0.25857794284820557,17.0,21.0,0.6271025701571489,0.3805592954158783,0.11737652469506099,1.0,0.1778011261652995,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,11,8,38.0,-0.01857864297926426,-0.008934706449508667,0.027932800352573395,-0.6651192307472229,8.0,30.0,0.0004719867429230362,6.289036537054926e-05,0.0001999600079984003,0.02519496100779844,0.0007875348007321612,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,11,9,38.0,-0.014556036330759525,-0.004371672868728638,0.027056856080889702,-0.5379796028137207,12.0,26.0,0.03355243967962451,0.0018325389828532934,0.0003999200159968006,0.22635472905418916,0.0014121313668300822,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,11,10,38.0,-0.007518362253904343,-0.0008005201816558838,0.025229258462786674,-0.2980017066001892,17.0,21.0,0.6271025701571489,0.293377161026001,0.07878424315136973,1.0,0.1272477365725593,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,11,11,38.0,-0.010164725594222546,-0.0007937103509902954,0.020170273259282112,-0.5039458274841309,10.0,28.0,0.0050976432976312935,0.00021384115098044276,0.0001999600079984003,0.3645270945810838,0.0007875348007321612,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,11,12,38.0,-0.00820870976895094,-0.0013240575790405273,0.02768995426595211,-0.29645082354545593,17.0,21.0,0.6271025701571489,0.17019063234329224,0.07058588282343531,1.0,0.11583324360768871,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,11,13,38.0,-0.01238960213959217,-0.0013433098793029785,0.03662289306521416,-0.3383021056652069,16.0,22.0,0.417692190836533,0.09566310793161392,0.025994801039792043,0.9992001599680064,0.049293844934716766,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,11,14,38.0,-0.0069382027722895145,0.0004782676696777344,0.02694830112159252,-0.2574634552001953,21.0,17.0,0.6271025701571489,0.796375572681427,0.1277744451109778,1.0,0.18907663553994403,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,11,15,38.0,0.00026805070228874683,-0.00010691583156585693,0.0020388939883559942,0.13146868348121643,15.0,23.0,0.2558750795433298,0.3138352632522583,0.6264747050589882,1.0,0.7018710043549277,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,11,16,38.0,-0.0030982550233602524,0.0010778307914733887,0.028354397043585777,-0.10926894098520279,20.0,18.0,0.8714146793645341,0.8634356260299683,0.5078984203159368,1.0,0.585684664868828,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,11,17,38.0,-0.001104947761632502,0.0002513080835342407,0.018253803253173828,-0.06053246930241585,19.0,19.0,1.0,0.9771326780319214,0.728254349130174,1.0,0.7933323973503171,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,11,18,38.0,0.007546776439994574,0.0061175525188446045,0.03066757507622242,0.24608324468135834,25.0,13.0,0.07295138851623051,0.1017063781619072,0.14677064587082583,1.0,0.21372448674106986,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,11,19,38.0,-0.0004905603709630668,-0.0007575750350952148,0.007697878405451775,-0.06372670084238052,18.0,20.0,0.8714146793645341,0.6359534859657288,0.7032593481303739,1.0,0.7710252382071766,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,11,20,38.0,0.016124114394187927,0.01246023178100586,0.02359011210501194,0.6835115551948547,27.0,11.0,0.013852965261321515,0.00041418627370148897,0.0003999200159968006,0.016396720655868825,0.0014121313668300822,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,11,21,38.0,0.0005617173155769706,0.0009554028511047363,0.0035592075437307358,0.1578208953142166,25.0,13.0,0.07295138851623051,0.1443844735622406,0.33353329334133175,1.0,0.42479862236507926,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,11,22,38.0,-0.008027574047446251,0.0016301870346069336,0.04119310900568962,-0.19487662613391876,22.0,16.0,0.417692190836533,0.9657047390937805,0.28374325134973005,1.0,0.36966041906122593,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,11,23,38.0,0.001958457287400961,0.007554739713668823,0.05413471534848213,0.03617747500538826,23.0,15.0,0.2558750795433298,0.1252131462097168,0.8328334333133374,1.0,0.8754708074778487,nan,nan,nan,nan,nan
head,fiedler_value,injected-benign,11,24,38.0,0.0017184724565595388,0.0015884637832641602,0.001923885429278016,0.893230140209198,30.0,8.0,0.0004719867429230362,5.48507523490116e-06,0.0001999600079984003,0.0005998800239952009,0.0007875348007321612,nan,nan,nan,nan,nan
