level,measure,contrast,layer,head,n,mean,median,sd,dz,n_pos,n_neg,p_sign,p_wilcoxon,p_perm,p_fwer,q_bh
head,salience_readout,injected-control,13,3,39.0,0.008001862093806267,0.007609834894537926,0.00966667104512453,0.8277784585952759,32.0,7.0,7.025478407740593e-05,4.021188942715526e-06,0.0001999600079984003,0.0011997600479904018,0.0005534028329469241
head,salience_readout,injected-control,13,4,39.0,0.013227985240519047,0.009094535373151302,0.01409327145665884,0.938602864742279,36.0,3.0,3.608874976634979e-08,6.122354534454644e-08,0.0001999600079984003,0.0005998800239952009,0.0005534028329469241
head,salience_readout,injected-control,13,5,39.0,0.007839556783437729,0.01002471148967743,0.028388775885105133,0.2761498689651489,26.0,13.0,0.05325191409792752,0.049145616590976715,0.09538092381523695,1.0,0.129535896534221
head,salience_readout,injected-control,13,6,39.0,0.011916776187717915,0.008505845442414284,0.012640939094126225,0.9427129030227661,34.0,5.0,2.4299079086631536e-06,8.640199666842818e-09,0.0001999600079984003,0.0003999200159968006,0.0005534028329469241
head,salience_readout,injected-control,13,7,39.0,0.0036361669190227985,0.0032486640848219395,0.003947016783058643,0.9212443232536316,34.0,5.0,2.4299079086631536e-06,4.53077518614009e-07,0.0001999600079984003,0.0005998800239952009,0.0005534028329469241
head,salience_readout,injected-control,13,8,39.0,0.0010702562285587192,0.0008054361678659916,0.003571795765310526,0.2996409237384796,29.0,10.0,0.0033778479119064286,0.0037084720097482204,0.07238552289542091,0.9958008398320336,0.10181699923751512
head,salience_readout,injected-control,13,9,39.0,0.0005110703641548753,0.0009089477825909853,0.0038564216811209917,0.1325245052576065,23.0,16.0,0.3367836351899315,0.14226368069648743,0.42751449710057987,1.0,0.4896810347102839
head,salience_readout,injected-control,13,10,39.0,0.009556667879223824,0.007897971197962761,0.009435657411813736,1.0128247737884521,35.0,4.0,3.353161446284503e-07,3.1635863706469536e-08,0.0001999600079984003,0.0001999600079984003,0.0005534028329469241
head,salience_readout,injected-control,13,11,39.0,0.017108529806137085,0.014627611264586449,0.022441932931542397,0.7623465061187744,32.0,7.0,7.025478407740593e-05,8.16120154922828e-06,0.0001999600079984003,0.0033993201359728054,0.0005534028329469241
head,salience_readout,injected-control,13,12,39.0,0.0013758442364633083,0.0010353168472647667,0.004355751909315586,0.3158683776855469,24.0,15.0,0.19959086691960698,0.09855393320322037,0.052389522095580884,0.99000199960008,0.07534672840712757
head,salience_readout,injected-control,13,13,39.0,0.006894707679748535,0.011512022465467453,0.035383325070142746,0.19485753774642944,23.0,16.0,0.3367836351899315,0.23569341003894806,0.22195560887822435,1.0,0.27449582547258666
head,salience_readout,injected-control,13,14,39.0,0.005329478066414595,0.0050087179988622665,0.021219993010163307,0.2511536180973053,23.0,16.0,0.3367836351899315,0.11720886826515198,0.12377524495100979,1.0,0.16192679831380663
head,salience_readout,injected-control,13,15,39.0,0.006922723259776831,0.007983445189893246,0.01812165230512619,0.3820139169692993,27.0,12.0,0.023702702470473014,0.02782537415623665,0.020395920815836834,0.8474305138972206,0.03223059091885327
head,salience_readout,injected-control,13,16,39.0,0.08015312254428864,0.06279560923576355,0.06367841362953186,1.2587172985076904,38.0,1.0,1.4551915228366852e-10,1.0913936421275139e-11,0.0001999600079984003,0.0001999600079984003,0.0005534028329469241
head,salience_readout,injected-control,13,17,39.0,0.02163587510585785,0.015245657414197922,0.0180063359439373,1.2015701532363892,38.0,1.0,1.4551915228366852e-10,9.094947017729282e-11,0.0001999600079984003,0.0001999600079984003,0.0005534028329469241
head,salience_readout,injected-control,13,18,39.0,0.017401428893208504,0.01195347961038351,0.019229009747505188,0.904957115650177,38.0,1.0,1.4551915228366852e-10,2.546585164964199e-10,0.0001999600079984003,0.0007998400319936012,0.0005534028329469241
head,salience_readout,injected-control,13,19,39.0,0.02565854601562023,0.019001957029104233,0.02496822364628315,1.0276480913162231,37.0,2.0,2.841261448338628e-09,8.640199666842818e-09,0.0001999600079984003,0.0001999600079984003,0.0005534028329469241
head,salience_readout,injected-control,13,20,39.0,0.013413999229669571,0.01420128159224987,0.01712827757000923,0.7831493616104126,31.0,8.0,0.0002940768754342571,1.0535477485973388e-05,0.0003999200159968006,0.001999600079984003,0.0010086652620214874
head,salience_readout,injected-control,13,21,39.0,0.01591481827199459,0.011500213295221329,0.022724773734807968,0.7003290057182312,30.0,9.0,0.0010650196345523,4.399772296892479e-05,0.0001999600079984003,0.008998200359928014,0.0005534028329469241
head,salience_readout,injected-control,13,22,39.0,0.035360369831323624,0.029324686154723167,0.034772709012031555,1.0169000625610352,36.0,3.0,3.608874976634979e-08,4.001776687800884e-10,0.0001999600079984003,0.0001999600079984003,0.0005534028329469241
head,salience_readout,injected-control,13,23,39.0,0.007070643827319145,0.006035909987986088,0.0070137581788003445,1.008110523223877,33.0,6.0,1.429926123819314e-05,2.087472239509225e-08,0.0001999600079984003,0.0001999600079984003,0.0005534028329469241
head,salience_readout,injected-control,13,24,39.0,0.00011011734750354663,6.36519689578563e-05,0.0019694252405315638,0.055913444608449936,28.0,11.0,0.009475304279476404,0.01821329817175865,0.7470505898820236,1.0,0.7935475145634773
head,salience_readout,injected-control,13,25,39.0,-1.3323437997314613e-05,5.77477621845901e-05,0.0005283934297040105,-0.025214996188879013,23.0,16.0,0.3367836351899315,0.7145455479621887,0.8794241151769646,1.0,0.9005302939412118
head,salience_readout,injected-control,13,26,39.0,0.000227740325499326,0.00013100256910547614,0.0013355569681152701,0.1705208569765091,28.0,11.0,0.009475304279476404,0.029966583475470543,0.3007398520295941,1.0,0.35643241722025965
head,salience_readout,injected-control,13,27,39.0,0.00013762793969362974,0.0001440091582480818,0.00189327506814152,0.07269304990768433,26.0,13.0,0.05325191409792752,0.12056507915258408,0.6622675464907019,1.0,0.7153607253232898
head,salience_readout,injected-control,13,28,39.0,0.006148031912744045,0.008279532194137573,0.02003967948257923,0.3067929148674011,25.0,14.0,0.10812902140605732,0.06609810888767242,0.0665866826634673,0.9946010797840432,0.09443872998253534
head,salience_readout,injected-control,13,29,39.0,0.004271774552762508,0.0036613009870052338,0.006145053543150425,0.6951565742492676,26.0,13.0,0.05325191409792752,0.0001800387690309435,0.0001999600079984003,0.009798040391921616,0.0005534028329469241
head,salience_readout,injected-control,13,30,39.0,0.0061453357338905334,0.0059736743569374084,0.014465751126408577,0.424819678068161,29.0,10.0,0.0033778479119064286,0.005695509258657694,0.01259748050389922,0.6336732653469306,0.02087349520387185
head,salience_readout,injected-control,13,31,39.0,-0.016562221571803093,-0.016403671354055405,0.0347319133579731,-0.47685888409614563,12.0,27.0,0.023702702470473014,0.0068444982171058655,0.004599080183963208,0.36992601479704057,0.00885236486537279
head,salience_readout,injected-control,14,0,39.0,0.008676539175212383,0.005427107214927673,0.013014673255383968,0.6666736006736755,29.0,10.0,0.0033778479119064286,0.00019233787315897644,0.0001999600079984003,0.01759648070385923,0.0005534028329469241
head,salience_readout,injected-control,14,1,39.0,0.008585229516029358,0.0081778634339571,0.01400720328092575,0.6129153370857239,28.0,11.0,0.009475304279476404,0.00043872042442671955,0.0007998400319936012,0.04779044191161767,0.0018282057874139457
head,salience_readout,injected-control,14,2,39.0,0.008892567828297615,0.012555435299873352,0.028625981882214546,0.31064674258232117,27.0,12.0,0.023702702470473014,0.02485555410385132,0.0635872825434913,0.993001399720056,0.09043524628407652
head,salience_readout,injected-control,14,3,39.0,-0.004110409412533045,-0.006515480577945709,0.02582647278904915,-0.15915489196777344,15.0,24.0,0.19959086691960698,0.1667657494544983,0.3095380923815237,1.0,0.3650359583255762
head,salience_readout,injected-control,14,4,39.0,0.005975896026939154,0.005685798823833466,0.009610203094780445,0.6218282580375671,29.0,10.0,0.0033778479119064286,7.348139479290694e-05,0.0001999600079984003,0.04019196160767846,0.0005534028329469241
head,salience_readout,injected-control,14,5,39.0,0.007319860626012087,0.006671152077615261,0.00952821969985962,0.768229603767395,33.0,6.0,1.429926123819314e-05,9.681480150902644e-06,0.0001999600079984003,0.0027994401119776045,0.0005534028329469241
