layer,n_nodes,fiedler_value,connectivity_ratio,spectral_entropy_norm,hfer,spectral_radius,n_benign,n_injection,density_benign,density_injection,density_cross,cut_weight,conductance,normalized_cut,modularity,separation,cut_conductance,cut_modularity,accuracy,ari,bandwidth,example_id,attack_category,position,split,n_chars_context,n_chars_attack,condition,label,n_tokens
19,280,0.5829833149909973,0.35515207052230835,0.9986999034881592,0.5277522802352905,1.6415033340454102,280,0,0.003400767770431672,nan,nan,nan,nan,nan,nan,nan,0.9065216476065459,0.14203172733393327,nan,nan,106.77348265377537,0,direct_injection,start,train,432,133,benign,0,280
19,318,0.5813474059104919,0.3550224304199219,0.9988222122192383,0.5272606611251831,1.6374948024749756,281,37,0.0033442891492867504,0.004810462731879565,0.0015544405758540303,32.32303733430871,1.4321839038916888,1.5479167101810591,0.031273648452939354,2.5803060036055587,0.9259325594249224,0.13534764633332932,0.5691823899371069,-0.014441610517265793,121.27647418476272,0,direct_injection,start,train,432,133,injected,1,318
20,280,0.5961063504219055,0.3680194318294525,0.9983525276184082,0.5372613668441772,1.619768738746643,280,0,0.003300374868906954,nan,nan,nan,nan,nan,nan,nan,0.9288618499633909,0.12453910210032831,nan,nan,104.55191909521669,0,direct_injection,start,train,432,133,benign,0,280
20,318,0.5914978981018066,0.3669079542160034,0.9984829425811768,0.5368022322654724,1.6121152639389038,281,37,0.003244450453552002,0.004915521564351901,0.0014910173952538339,31.00421571690822,1.4061134990363962,1.5206150665865492,0.03337932974721228,2.6783829134101187,0.9500782944763235,0.11448419294280043,0.5566037735849056,0.006331683205447706,117.80714935842924,0,direct_injection,start,train,432,133,injected,1,318
21,280,0.5378172397613525,0.3393508195877075,0.9984166622161865,0.5349016189575195,1.5848413705825806,280,0,0.003154407117989807,nan,nan,nan,nan,nan,nan,nan,0.9264741138788918,0.12741885098860073,nan,nan,96.46280231719098,0,direct_injection,start,train,432,133,benign,0,280
21,318,0.5276209712028503,0.3348574638366699,0.9985247254371643,0.5345569252967834,1.5756583213806152,281,37,0.0030781569972679217,0.005949191741688861,0.001427457503761218,29.682551333210768,1.3038335273524002,1.419316055331394,0.043403026506764204,2.9978588346857022,0.9578285910174501,0.1087444374312784,0.5471698113207547,0.005298144044542643,107.02450163551923,0,direct_injection,start,train,432,133,injected,1,318
0,296,0.5400101542472839,0.4761025011539459,0.9991700649261475,0.5148110389709473,1.1342308521270752,296,0,0.0032578562016623304,nan,nan,nan,nan,nan,nan,nan,0.7641667838707614,0.1745437995157668,nan,nan,64.92945096702782,1,direct_injection,middle,train,363,20,benign,0,296
0,321,0.537474513053894,0.4738163650035858,0.9992310404777527,0.5163617134094238,1.1343519687652588,298,23,0.0031368685119040236,0.00580345272093923,0.002071557818309477,28.39691457338631,1.657245832624064,1.7545521437477585,0.012857443617114397,2.059654255645271,0.740893139638616,0.17635371650131104,0.6479750778816199,-0.06376322194553491,70.10358354240667,1,direct_injection,middle,train,363,20,injected,1,321
1,296,0.3890807032585144,0.30947476625442505,0.9982396960258484,0.5376888513565063,1.257229208946228,296,0,0.0032162900997357883,nan,nan,nan,nan,nan,nan,nan,0.6010058193463269,0.23622698650800714,nan,nan,56.003752706357794,1,direct_injection,middle,train,363,20,benign,0,296
1,321,0.3919867277145386,0.3123725950717926,0.9983412623405457,0.5387600064277649,1.2548691034317017,298,23,0.0031507333259152247,0.008564205519972818,0.0016007001714549488,21.94239795030444,1.4337044590204568,1.509412279965441,0.023372291680994167,3.2451843447803963,0.5914131494965132,0.22705508532506943,0.5514018691588785,-0.03630766767671542,60.812399006601495,1,direct_injection,middle,train,363,20,injected,1,321
